id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
198,Male,Loyal Customer,56,Business travel,Business,2050,2,4,3,2,3,2,5,4,2,3,1,3,3,3,4,3.0,satisfied
199,Male,Loyal Customer,36,Business travel,Eco,1662,4,3,3,2,2,2,3,4,4,2,4,3,3,4,7,13.0,neutral or dissatisfied
200,Female,Loyal Customer,17,Business travel,Eco,4862,4,3,3,2,2,3,3,3,4,2,5,2,3,3,1,0.0,satisfied
201,Male,Loyal Customer,48,Business travel,Eco,4473,3,4,4,4,5,4,2,2,4,1,3,4,4,3,49,47.0,neutral or dissatisfied
202,Female,disloyal Customer,50,Personal Travel,Eco,3485,4,1,3,3,1,4,4,3,3,2,2,4,1,4,2,0.0,satisfied
203,Male,disloyal Customer,65,Business travel,Eco,2974,3,3,2,4,1,3,3,2,3,3,4,4,2,4,42,48.0,satisfied
204,Female,Loyal Customer,22,Business travel,Eco,2395,2,4,3,4,3,3,3,4,5,4,4,5,4,3,13,1.0,neutral or dissatisfied
205,Male,Loyal Customer,49,Business travel,Eco,398,2,3,3,3,3,3,4,3,5,4,4,2,4,4,13,10.0,satisfied
206,Male,Loyal Customer,72,Business travel,Eco,1571,4,3,3,4,2,4,4,3,3,3,3,3,5,3,1,0.0,satisfied
207,Female,Loyal Customer,28,Business travel,Business,101,4,3,2,3,3,5,2,5,3,1,3,3,4,3,40,22.0,neutral or dissatisfied
208,Female,Loyal Customer,72,Business travel,Business,1861,3,3,4,5,3,5,2,4,1,3,1,4,4,4,6,7.0,satisfied
209,Male,Loyal Customer,63,Business travel,Business,2394,3,4,2,4,2,5,3,4,5,1,2,2,1,4,0,0.0,satisfied
210,Female,Loyal Customer,40,Personal Travel,Business,3075,3,4,3,4,2,5,2,3,4,4,4,4,3,4,12,16.0,neutral or dissatisfied
211,Male,disloyal Customer,75,Business travel,Eco,1807,3,3,4,2,3,4,2,2,4,4,3,1,4,2,6,10.0,satisfied
212,Female,Loyal Customer,82,Personal Travel,Business,1309,1,4,2,3,3,3,2,4,3,3,3,4,3,4,1,5.0,satisfied
213,Female,disloyal Customer,25,Business travel,Eco,3564,3,3,4,1,4,5,4,5,3,4,3,4,3,3,3,7.0,neutral or dissatisfied
214,Male,Loyal Customer,83,Business travel,Eco,802,4,4,1,5,2,2,4,2,5,4,3,2,5,4,5,8.0,neutral or dissatisfied
215,Female,disloyal Customer,7,Business travel,Eco,670,3,2,1,2,3,5,5,3,4,3,3,3,5,5,0,7.0,satisfied
216,Male,Loyal Customer,17,Business travel,Business,3496,5,5,1,2,4,2,2,2,5,3,4,4,3,3,2,4.0,neutral or dissatisfied
217,Male,Loyal Customer,10,Personal Travel,Business,2950,2,3,3,1,3,4,5,4,4,2,4,5,3,3,1,2.0,neutral or dissatisfied
218,Male,disloyal Customer,35,Business travel,Business,4353,2,0,4,3,3,5,4,4,2,3,3,1,4,3,33,32.0,satisfied
219,Male,disloyal Customer,80,Business travel,Eco Plus,3707,3,5,4,3,3,4,3,3,3,2,3,3,3,3,23,25.0,satisfied
220,Female,Loyal Customer,53,Personal Travel,Eco,4512,3,3,4,5,2,1,3,3,2,2,3,4,4,2,2,6.0,satisfied
221,Male,Loyal Customer,55,Business travel,Eco,3338,1,3,4,4,2,2,3,1,4,2,2,3,3,2,22,25.0,neutral or dissatisfied
222,Male,Loyal Customer,13,Personal Travel,Eco,4215,4,2,2,2,3,4,3,2,4,1,4,5,4,1,16,15.0,neutral or dissatisfied
223,Female,Loyal Customer,47,Business travel,Eco,887,3,3,2,1,3,4,4,5,5,4,3,2,3,2,0,16.0,satisfied
224,Male,Loyal Customer,36,Personal Travel,Eco,2676,1,2,4,0,2,3,3,4,3,3,3,3,3,3,0,12.0,neutral or dissatisfied
225,Female,disloyal Customer,44,Business travel,Business,4725,3,2,5,2,3,3,4,4,4,4,3,2,4,3,1,0.0,satisfied
226,Male,Loyal Customer,27,Business travel,Business,3954,2,2,2,2,3,2,5,3,5,4,4,3,3,3,7,7.0,neutral or dissatisfied
227,Female,Loyal Customer,22,Personal Travel,Business,2045,3,3,4,3,5,5,5,3,5,4,3,3,4,4,13,25.0,satisfied
228,Female,Loyal Customer,81,Business travel,Eco,4635,2,2,1,3,4,3,2,3,2,4,3,4,2,3,41,34.0,neutral or dissatisfied
229,Female,Loyal Customer,50,Personal Travel,Eco,1596,3,4,3,3,4,4,3,4,4,3,5,3,3,4,12,3.0,satisfied
230,Male,Loyal Customer,39,Business travel,Eco,165,5,3,3,2,4,5,4,5,2,4,3,3,2,4,54,75.0,neutral or dissatisfied
231,Male,Loyal Customer,12,Business travel,Eco,3993,3,3,3,3,2,2,2,2,3,2,3,3,5,5,3,0.0,neutral or dissatisfied
232,Female,Loyal Customer,66,Business travel,Eco,2089,1,4,3,1,5,3,2,3,2,3,5,2,4,4,13,0.0,satisfied
233,Male,Loyal Customer,43,Personal Travel,Business,219,3,3,2,3,3,4,3,2,3,3,2,4,3,2,11,5.0,neutral or dissatisfied
234,Female,disloyal Customer,37,Business travel,Business,1060,3,2,3,4,3,3,3,1,2,5,5,4,3,4,5,2.0,neutral or dissatisfied
235,Male,Loyal Customer,59,Personal Travel,Eco,406,2,5,3,3,2,4,3,4,2,2,1,4,5,4,0,6.0,satisfied
236,Female,disloyal Customer,17,Business travel,Eco,4984,3,4,4,3,3,2,3,5,2,4,3,2,4,5,9,9.0,neutral or dissatisfied
237,Female,Loyal Customer,48,Personal Travel,Eco,4246,4,5,5,1,1,3,5,4,4,2,1,5,2,3,4,0.0,neutral or dissatisfied
238,Male,Loyal Customer,74,Business travel,Business,4651,2,4,3,1,3,3,3,3,3,3,2,1,4,4,31,8.0,satisfied
239,Male,Loyal Customer,43,Business travel,Eco Plus,950,1,2,2,3,2,5,4,5,1,3,4,4,3,3,28,31.0,satisfied
240,Female,Loyal Customer,7,Business travel,Eco,4020,1,0,2,4,3,2,4,4,5,2,4,3,3,3,11,11.0,satisfied
241,Male,Loyal Customer,24,Business travel,Eco,2840,2,2,5,3,1,4,1,4,3,2,3,4,1,4,14,23.0,neutral or dissatisfied
242,Female,Loyal Customer,11,Personal Travel,Business,1514,3,4,5,5,4,5,5,3,2,4,5,3,4,3,13,8.0,neutral or dissatisfied
243,Male,Loyal Customer,46,Personal Travel,Eco,3360,2,3,4,1,4,2,4,4,4,3,4,3,2,4,13,11.0,neutral or dissatisfied
244,Female,Loyal Customer,35,Business travel,Eco,4762,2,3,3,2,5,3,3,3,3,2,3,4,3,2,23,19.0,neutral or dissatisfied
245,Female,Loyal Customer,17,Personal Travel,Eco,2329,4,0,4,3,5,2,4,4,2,4,1,3,2,4,19,15.0,satisfied
246,Male,Loyal Customer,60,Business travel,Eco,194,4,3,4,4,3,1,3,2,4,3,4,3,3,2,10,13.0,neutral or dissatisfied
247,Female,Loyal Customer,20,Business travel,Eco,4220,3,2,2,2,4,2,4,4,2,3,3,3,3,4,20,17.0,neutral or dissatisfied
248,Male,Loyal Customer,33,Business travel,Eco,980,4,2,3,2,3,3,1,2,3,4,4,5,2,0,5,0.0,satisfied
249,Female,Loyal Customer,84,Business travel,Eco,953,2,4,2,4,3,3,4,4,5,5,4,1,3,1,7,17.0,neutral or dissatisfied
250,Male,Loyal Customer,12,Business travel,Business,3103,2,2,3,3,3,3,3,5,3,0,3,4,3,3,4,5.0,neutral or dissatisfied
251,Male,Loyal Customer,26,Business travel,Business,4004,2,2,5,3,4,3,3,4,4,3,5,4,5,3,7,12.0,satisfied
252,Male,Loyal Customer,31,Business travel,Business,3975,2,3,4,4,5,2,2,4,3,1,3,3,2,3,29,39.0,neutral or dissatisfied
253,Male,Loyal Customer,46,Personal Travel,Eco,4346,1,4,3,3,4,4,3,4,3,5,4,2,4,4,1,0.0,satisfied
254,Male,Loyal Customer,26,Personal Travel,Business,4423,2,3,0,3,3,5,3,1,2,3,4,4,2,4,0,0.0,neutral or dissatisfied
255,Female,disloyal Customer,82,Business travel,Business,685,4,5,2,3,4,5,2,3,2,4,4,2,3,5,15,7.0,satisfied
256,Male,Loyal Customer,7,Business travel,Eco,1537,4,2,3,2,4,3,4,4,3,2,5,5,4,3,0,6.0,satisfied
257,Female,disloyal Customer,80,Personal Travel,Eco,3614,4,1,3,2,3,4,5,1,2,3,2,2,4,4,8,0.0,satisfied
258,Male,Loyal Customer,48,Business travel,Business,1984,3,1,3,2,4,2,2,3,4,4,2,5,3,2,8,9.0,satisfied
259,Male,Loyal Customer,9,Personal Travel,Business,3594,5,1,3,3,3,3,4,3,4,4,3,2,5,3,7,11.0,satisfied
260,Female,Loyal Customer,16,Business travel,Eco,2301,2,3,2,1,2,4,3,2,1,5,5,2,3,2,0,0.0,neutral or dissatisfied
261,Female,Loyal Customer,15,Business travel,Business,2284,2,2,3,4,4,3,3,2,5,2,5,3,4,3,2,11.0,satisfied
262,Male,disloyal Customer,29,Business travel,Business,183,4,1,3,3,4,2,3,5,4,3,3,2,3,3,3,0.0,neutral or dissatisfied
263,Male,Loyal Customer,32,Personal Travel,Business,3061,3,3,2,2,3,4,3,0,4,4,3,3,2,4,5,0.0,neutral or dissatisfied
264,Female,Loyal Customer,57,Personal Travel,Business,4326,2,4,5,5,3,2,3,3,3,4,3,5,2,4,1,1.0,satisfied
265,Female,Loyal Customer,31,Business travel,Eco,4102,4,4,2,3,4,3,2,4,2,3,4,2,2,5,21,26.0,neutral or dissatisfied
266,Female,Loyal Customer,63,Personal Travel,Business,1722,3,4,1,2,3,4,4,3,2,2,4,3,4,5,1,0.0,satisfied
267,Male,Loyal Customer,29,Personal Travel,Eco,3399,2,2,5,5,3,4,3,5,5,2,4,5,5,3,1,6.0,satisfied
268,Male,Loyal Customer,27,Business travel,Business,1036,2,3,2,4,2,3,4,3,1,3,5,3,4,3,25,31.0,neutral or dissatisfied
269,Female,Loyal Customer,28,Personal Travel,Business,3186,3,4,4,2,3,2,5,2,2,1,5,4,3,2,0,0.0,neutral or dissatisfied
270,Female,disloyal Customer,32,Business travel,Business,2075,3,2,2,3,5,2,1,3,3,2,3,4,3,3,4,5.0,neutral or dissatisfied
271,Male,Loyal Customer,72,Business travel,Eco,4637,5,3,4,2,3,4,4,3,2,3,3,4,3,2,13,22.0,neutral or dissatisfied
272,Male,Loyal Customer,26,Business travel,Business,3567,3,2,3,1,3,4,3,3,4,2,3,3,2,2,25,37.0,satisfied
273,Male,Loyal Customer,28,Personal Travel,Business,412,3,2,4,3,3,3,4,3,4,3,3,4,4,3,0,0.0,neutral or dissatisfied
274,Female,disloyal Customer,81,Personal Travel,Business,4361,5,3,3,4,3,3,2,2,4,3,4,5,4,4,0,0.0,satisfied
275,Male,disloyal Customer,57,Business travel,Eco,3634,4,5,2,4,2,3,4,2,3,2,4,3,2,4,5,4.0,neutral or dissatisfied
276,Male,Loyal Customer,21,Business travel,Business,1116,3,4,3,3,3,3,2,2,4,2,5,4,5,4,10,2.0,satisfied
277,Male,Loyal Customer,74,Business travel,Eco Plus,1448,1,4,3,4,2,2,4,4,5,4,2,2,2,4,2,12.0,neutral or dissatisfied
278,Female,Loyal Customer,21,Personal Travel,Eco,904,2,3,1,2,4,3,4,2,2,3,4,4,3,3,7,10.0,neutral or dissatisfied
279,Male,disloyal Customer,19,Personal Travel,Eco,1585,2,3,2,5,3,2,3,2,4,3,2,1,4,4,9,9.0,neutral or dissatisfied
280,Male,Loyal Customer,41,Business travel,Eco,4721,3,1,5,2,3,2,2,2,4,3,4,3,4,2,14,22.0,neutral or dissatisfied
281,Male,Loyal Customer,60,Business travel,Business,4516,2,2,1,2,3,3,3,3,3,2,5,4,3,4,27,33.0,satisfied
282,Male,Loyal Customer,21,Business travel,Eco Plus,2776,5,2,3,2,3,4,4,4,3,2,3,3,3,2,13,20.0,satisfied
283,Female,Loyal Customer,65,Business travel,Eco Plus,1842,1,4,3,2,5,4,5,4,4,0,5,1,2,1,9,13.0,satisfied
284,Male,Loyal Customer,19,Business travel,Business,1860,2,4,5,3,2,2,5,3,2,2,2,2,3,4,5,16.0,neutral or dissatisfied
285,Male,Loyal Customer,67,Business travel,Eco,4786,3,4,2,3,3,1,4,4,1,2,3,2,4,3,23,13.0,satisfied
286,Female,Loyal Customer,14,Business travel,Business,1036,4,4,3,3,1,3,3,3,4,4,3,5,1,4,16,20.0,neutral or dissatisfied
287,Male,disloyal Customer,43,Business travel,Eco,3799,0,3,4,2,4,1,4,4,2,2,3,4,4,4,22,34.0,neutral or dissatisfied
288,Female,Loyal Customer,56,Personal Travel,Eco,4976,1,2,3,3,3,4,5,4,2,4,3,4,3,2,4,2.0,neutral or dissatisfied
289,Female,Loyal Customer,27,Business travel,Eco Plus,4283,3,3,2,2,1,2,4,2,3,3,4,2,3,5,6,2.0,neutral or dissatisfied
290,Male,Loyal Customer,54,Business travel,Business,3609,4,2,3,4,2,5,3,2,4,3,0,3,2,1,8,6.0,satisfied
291,Female,disloyal Customer,60,Personal Travel,Eco,4504,5,4,3,4,4,2,3,5,3,3,2,5,3,4,5,5.0,neutral or dissatisfied
292,Male,Loyal Customer,57,Personal Travel,Eco,1128,3,3,3,3,1,4,3,3,2,4,5,4,5,5,11,19.0,neutral or dissatisfied
293,Female,Loyal Customer,37,Business travel,Business,4919,3,3,4,2,3,2,4,4,4,4,2,2,3,2,8,8.0,neutral or dissatisfied
294,Male,Loyal Customer,67,Business travel,Eco,501,2,4,3,3,3,3,2,2,3,2,3,4,3,5,6,15.0,satisfied
295,Female,Loyal Customer,64,Business travel,Eco,118,4,2,4,2,3,3,3,3,2,5,4,2,2,3,4,7.0,satisfied
296,Female,Loyal Customer,32,Business travel,Eco,1036,5,4,3,3,2,4,3,2,4,2,3,2,5,4,2,9.0,satisfied
297,Female,Loyal Customer,64,Business travel,Eco Plus,3064,4,2,4,3,2,4,3,4,3,3,2,1,4,4,19,19.0,satisfied
298,Male,Loyal Customer,78,Business travel,Business,1276,3,3,4,5,2,4,4,3,3,2,4,3,3,4,22,21.0,satisfied
299,Male,Loyal Customer,70,Business travel,Business,3185,2,3,3,2,4,4,4,3,4,5,4,4,4,2,10,0.0,satisfied
300,Male,Loyal Customer,64,Business travel,Business,599,3,4,4,0,3,3,3,5,3,2,3,2,4,0,0,0.0,neutral or dissatisfied
301,Male,disloyal Customer,66,Personal Travel,Business,3500,5,1,2,2,3,4,4,4,4,4,4,3,3,2,3,0.0,satisfied
302,Female,Loyal Customer,69,Business travel,Business,1186,3,1,1,1,3,3,3,4,2,1,4,2,3,2,11,0.0,satisfied
303,Male,Loyal Customer,29,Business travel,Eco,2641,1,4,5,2,4,4,0,2,5,4,4,2,2,2,8,8.0,neutral or dissatisfied
304,Female,Loyal Customer,63,Business travel,Business,628,3,3,3,2,3,3,2,1,2,3,4,2,3,3,7,12.0,neutral or dissatisfied
305,Female,Loyal Customer,22,Personal Travel,Eco,4852,3,3,3,2,2,4,4,4,1,3,5,4,3,0,8,8.0,neutral or dissatisfied
306,Male,Loyal Customer,34,Business travel,Business,1919,1,2,2,2,2,4,2,1,2,2,3,2,4,2,0,0.0,neutral or dissatisfied
307,Male,Loyal Customer,79,Personal Travel,Business,3043,3,4,2,4,4,4,4,3,3,3,2,3,3,4,6,3.0,neutral or dissatisfied
308,Female,Loyal Customer,29,Business travel,Eco,2456,4,3,2,3,2,2,4,2,2,3,3,2,4,4,5,9.0,neutral or dissatisfied
309,Male,Loyal Customer,72,Business travel,Eco,2996,5,3,4,4,4,1,3,2,2,1,5,3,3,2,0,9.0,satisfied
310,Male,disloyal Customer,39,Personal Travel,Business,2303,2,2,2,3,3,4,3,3,4,2,2,5,2,4,47,51.0,satisfied
311,Female,disloyal Customer,23,Personal Travel,Eco,412,4,4,3,4,2,5,3,2,2,4,1,5,5,0,4,4.0,satisfied
312,Female,Loyal Customer,14,Business travel,Eco,4154,4,2,2,3,3,3,3,2,1,3,4,3,3,3,0,3.0,satisfied
313,Male,Loyal Customer,49,Business travel,Business,3230,4,2,4,5,5,4,4,3,3,2,3,4,4,5,35,49.0,satisfied
314,Male,Loyal Customer,42,Business travel,Eco,1307,2,1,4,4,4,1,1,4,5,3,5,4,2,4,0,0.0,neutral or dissatisfied
315,Male,Loyal Customer,46,Business travel,Eco,465,2,3,2,2,3,3,2,1,2,4,3,4,4,3,1,0.0,satisfied
316,Female,Loyal Customer,10,Business travel,Business,4441,3,4,4,4,5,3,2,3,2,4,5,4,1,0,2,0.0,neutral or dissatisfied
317,Female,Loyal Customer,27,Personal Travel,Eco,1696,3,3,3,3,1,1,0,4,3,3,3,4,5,5,1,0.0,satisfied
318,Female,Loyal Customer,7,Personal Travel,Eco,4545,2,3,3,3,2,2,3,4,5,4,4,4,4,5,2,0.0,satisfied
319,Female,Loyal Customer,30,Business travel,Business,3841,4,3,3,3,2,3,2,3,3,3,4,2,3,4,4,0.0,satisfied
320,Female,disloyal Customer,79,Business travel,Eco,4801,3,3,4,4,5,3,3,3,2,3,5,4,4,5,8,29.0,satisfied
321,Male,Loyal Customer,18,Business travel,Business,3316,1,3,2,1,4,3,3,4,4,4,3,3,2,3,0,0.0,satisfied
322,Male,Loyal Customer,60,Business travel,Business,945,3,3,4,3,1,3,4,4,4,2,3,3,3,4,5,1.0,satisfied
323,Female,Loyal Customer,7,Business travel,Business,225,4,2,5,4,3,2,3,1,4,3,4,2,4,4,15,37.0,neutral or dissatisfied
324,Female,Loyal Customer,50,Personal Travel,Business,1266,3,3,3,3,2,3,1,3,2,1,2,2,4,3,1,5.0,neutral or dissatisfied
325,Female,Loyal Customer,78,Personal Travel,Business,2224,3,1,3,2,3,3,4,3,3,5,2,3,3,2,17,19.0,satisfied
326,Male,disloyal Customer,33,Business travel,Business,3137,5,4,3,0,4,3,5,2,4,5,3,4,4,4,4,8.0,neutral or dissatisfied
327,Male,Loyal Customer,22,Personal Travel,Eco,4484,2,2,4,5,4,3,4,3,4,3,3,5,4,5,8,9.0,neutral or dissatisfied
328,Male,Loyal Customer,51,Business travel,Business,747,3,4,1,3,3,3,4,4,4,4,3,4,4,5,5,1.0,satisfied
329,Male,Loyal Customer,28,Personal Travel,Business,3193,5,0,5,5,3,4,3,2,3,4,2,3,1,4,5,7.0,satisfied
330,Female,Loyal Customer,76,Business travel,Eco,473,1,5,4,4,3,3,3,3,4,3,4,2,3,3,11,15.0,satisfied
331,Female,Loyal Customer,73,Business travel,Business,2433,3,1,2,2,4,1,3,2,4,4,4,4,3,4,18,5.0,neutral or dissatisfied
332,Male,Loyal Customer,57,Business travel,Eco,414,4,2,3,0,5,2,3,2,3,2,4,3,2,1,7,4.0,satisfied
333,Male,disloyal Customer,56,Business travel,Eco,1900,4,3,2,2,2,4,2,4,4,3,4,0,2,3,4,0.0,neutral or dissatisfied
334,Female,Loyal Customer,53,Business travel,Business,3050,4,4,3,3,5,2,3,4,2,1,1,4,5,3,27,20.0,neutral or dissatisfied
335,Male,Loyal Customer,64,Business travel,Business,3707,4,3,3,3,3,3,2,2,5,2,3,3,2,2,1,4.0,satisfied
336,Female,Loyal Customer,42,Business travel,Eco,4033,2,4,3,2,4,5,1,4,4,1,4,1,3,4,0,0.0,satisfied
337,Female,disloyal Customer,82,Personal Travel,Business,2646,5,2,2,3,3,4,2,3,3,1,5,4,2,4,0,0.0,satisfied
338,Male,Loyal Customer,33,Business travel,Eco,1331,2,3,2,3,5,1,5,1,3,2,3,3,4,0,15,0.0,neutral or dissatisfied
339,Male,Loyal Customer,7,Business travel,Eco,4569,2,3,4,4,3,5,3,2,3,3,5,2,4,3,1,0.0,satisfied
340,Female,Loyal Customer,61,Personal Travel,Eco,4670,3,2,2,3,2,3,0,4,3,2,4,5,5,5,13,4.0,satisfied
341,Female,Loyal Customer,58,Business travel,Business,4839,2,1,0,3,3,4,2,1,5,2,0,4,3,3,11,0.0,satisfied
342,Male,Loyal Customer,83,Business travel,Eco Plus,3970,3,3,3,3,4,4,4,3,3,2,3,3,4,2,9,10.0,neutral or dissatisfied
343,Female,Loyal Customer,37,Business travel,Business,3900,3,3,5,4,3,4,3,3,2,3,2,2,1,2,22,22.0,satisfied
344,Female,Loyal Customer,40,Business travel,Eco,433,5,4,4,2,1,3,4,4,3,2,3,3,2,3,8,14.0,neutral or dissatisfied
345,Female,Loyal Customer,50,Personal Travel,Eco,2884,3,2,2,0,3,2,3,3,4,2,4,3,5,2,25,35.0,neutral or dissatisfied
346,Male,Loyal Customer,37,Business travel,Business,2066,2,2,3,3,3,4,3,5,4,4,4,4,4,2,30,40.0,neutral or dissatisfied
347,Female,disloyal Customer,68,Business travel,Business,1331,4,4,4,3,3,2,3,2,3,2,3,3,4,5,2,4.0,satisfied
348,Female,disloyal Customer,40,Business travel,Business,386,2,3,1,2,2,5,2,3,3,2,2,3,4,3,3,4.0,neutral or dissatisfied
349,Male,Loyal Customer,68,Business travel,Eco,1105,4,4,2,1,4,3,4,4,3,4,4,3,2,3,12,14.0,satisfied
350,Male,Loyal Customer,40,Business travel,Business,4580,3,3,3,2,0,3,5,4,2,1,3,3,5,5,8,0.0,neutral or dissatisfied
351,Female,Loyal Customer,24,Personal Travel,Eco,4547,3,4,5,3,3,2,4,4,1,4,4,3,2,4,5,7.0,satisfied
352,Male,disloyal Customer,84,Personal Travel,Eco,3726,1,5,3,3,3,4,3,3,2,2,2,5,4,3,19,15.0,neutral or dissatisfied
353,Male,Loyal Customer,48,Personal Travel,Business,552,1,3,5,0,5,4,2,4,4,3,3,3,5,3,33,24.0,satisfied
354,Male,Loyal Customer,62,Business travel,Eco,3448,1,2,2,1,3,2,4,2,3,2,2,3,2,3,20,6.0,satisfied
355,Female,Loyal Customer,53,Business travel,Business,677,5,4,0,4,3,4,3,3,3,3,3,2,5,3,22,3.0,neutral or dissatisfied
356,Female,Loyal Customer,35,Personal Travel,Business,3429,2,2,4,3,3,3,4,4,4,2,5,4,4,4,0,0.0,neutral or dissatisfied
357,Male,Loyal Customer,82,Business travel,Eco Plus,216,4,3,4,3,3,3,4,4,2,2,2,1,3,5,1,0.0,neutral or dissatisfied
358,Female,Loyal Customer,35,Business travel,Business,1461,2,3,4,2,5,2,4,4,2,1,3,2,5,3,3,0.0,satisfied
359,Male,disloyal Customer,84,Personal Travel,Eco,656,3,2,4,3,2,5,4,3,4,2,2,4,2,4,13,4.0,neutral or dissatisfied
360,Female,Loyal Customer,40,Business travel,Eco Plus,4671,3,2,3,3,2,5,4,3,2,4,3,3,3,2,12,8.0,neutral or dissatisfied
361,Female,disloyal Customer,8,Business travel,Business,2865,5,4,3,2,4,4,2,4,2,4,3,4,4,4,0,0.0,neutral or dissatisfied
362,Female,Loyal Customer,9,Personal Travel,Eco,4617,4,2,3,1,3,4,2,5,5,2,5,3,3,5,0,0.0,neutral or dissatisfied
363,Male,Loyal Customer,82,Business travel,Business,150,3,4,2,2,3,4,2,4,2,2,3,2,5,3,40,45.0,neutral or dissatisfied
364,Female,disloyal Customer,48,Business travel,Eco,3710,4,2,3,5,3,3,2,4,2,3,3,3,2,3,16,13.0,satisfied
365,Male,Loyal Customer,37,Business travel,Eco Plus,2425,2,2,1,3,4,0,5,2,4,3,1,2,5,3,8,16.0,neutral or dissatisfied
366,Female,Loyal Customer,70,Personal Travel,Eco,2371,4,5,2,4,4,2,2,2,3,3,2,2,1,4,4,0.0,neutral or dissatisfied
367,Male,Loyal Customer,55,Business travel,Eco,4372,4,1,3,3,2,5,2,3,2,3,4,4,0,3,52,37.0,neutral or dissatisfied
368,Male,Loyal Customer,58,Personal Travel,Business,283,4,3,1,3,3,4,3,4,5,3,2,3,3,3,0,10.0,satisfied
369,Male,Loyal Customer,60,Business travel,Eco,4723,3,5,1,2,3,3,2,2,2,3,4,3,4,4,9,0.0,neutral or dissatisfied
370,Female,Loyal Customer,22,Business travel,Business,190,3,3,3,4,4,1,5,4,3,0,2,3,5,2,13,9.0,neutral or dissatisfied
371,Male,Loyal Customer,13,Business travel,Eco,1845,2,4,3,3,3,4,3,3,4,3,3,1,5,4,8,14.0,satisfied
372,Female,Loyal Customer,63,Business travel,Business,733,2,4,3,2,2,3,4,4,5,4,5,1,3,3,13,22.0,satisfied
373,Male,Loyal Customer,8,Business travel,Business,2639,2,3,0,3,4,4,2,3,3,5,4,3,4,4,12,11.0,satisfied
374,Male,Loyal Customer,63,Business travel,Business,2999,3,3,5,4,4,2,1,3,2,4,1,3,3,4,17,13.0,satisfied
375,Female,Loyal Customer,17,Business travel,Business,3228,3,1,1,0,5,3,2,2,4,3,5,3,5,1,20,36.0,satisfied
376,Male,Loyal Customer,27,Business travel,Business,4000,3,3,2,3,2,4,2,4,5,2,2,4,2,3,19,26.0,neutral or dissatisfied
377,Female,disloyal Customer,62,Personal Travel,Business,3767,4,3,2,4,3,5,2,3,3,2,5,2,2,2,11,19.0,neutral or dissatisfied
378,Female,Loyal Customer,55,Personal Travel,Eco,4744,2,3,4,2,3,2,1,2,3,2,3,2,4,1,19,22.0,satisfied
379,Male,Loyal Customer,67,Business travel,Eco,2275,2,5,3,3,3,2,3,3,4,1,2,3,4,3,17,21.0,satisfied
380,Male,Loyal Customer,54,Business travel,Business,918,3,3,2,4,1,4,3,5,1,2,3,3,5,4,13,15.0,satisfied
381,Male,disloyal Customer,10,Business travel,Eco,820,2,4,2,2,2,2,2,3,3,2,2,3,3,2,2,1.0,neutral or dissatisfied
382,Female,Loyal Customer,72,Business travel,Business,1413,2,4,3,4,3,2,3,5,1,1,3,2,3,3,1,0.0,satisfied
383,Female,Loyal Customer,23,Business travel,Eco,3034,5,4,2,3,2,3,4,0,3,4,3,5,4,2,5,0.0,satisfied
384,Male,Loyal Customer,17,Business travel,Business,317,1,3,3,3,2,5,5,3,3,4,4,3,2,3,16,21.0,satisfied
385,Male,Loyal Customer,75,Business travel,Eco,4776,5,3,2,3,5,2,1,4,0,3,5,4,5,5,2,11.0,satisfied
386,Male,Loyal Customer,22,Business travel,Business,4945,3,3,4,4,5,3,2,3,3,3,3,1,3,3,5,6.0,neutral or dissatisfied
387,Male,disloyal Customer,48,Personal Travel,Business,865,4,3,4,5,3,3,2,2,4,3,3,2,3,2,13,5.0,satisfied
388,Female,Loyal Customer,44,Business travel,Eco,3915,4,3,2,4,1,3,2,3,3,2,2,4,4,3,15,16.0,neutral or dissatisfied
389,Female,Loyal Customer,67,Business travel,Eco,3001,4,4,1,4,3,1,5,4,2,5,3,3,2,3,36,39.0,neutral or dissatisfied
390,Male,Loyal Customer,10,Business travel,Eco,2429,5,2,3,3,1,4,2,5,5,2,3,3,2,3,5,0.0,neutral or dissatisfied
391,Female,Loyal Customer,15,Business travel,Business,3686,2,3,1,5,2,3,3,4,5,1,2,2,4,3,25,37.0,neutral or dissatisfied
392,Male,Loyal Customer,39,Business travel,Eco,2899,3,5,3,1,3,4,2,3,4,3,5,4,2,3,0,6.0,neutral or dissatisfied
393,Male,Loyal Customer,43,Business travel,Eco,1652,2,3,3,1,1,3,5,3,3,4,3,4,3,2,27,19.0,neutral or dissatisfied
394,Female,Loyal Customer,68,Personal Travel,Business,2832,1,5,2,3,3,5,1,3,3,3,3,3,3,4,30,30.0,neutral or dissatisfied
395,Female,Loyal Customer,54,Business travel,Business,722,2,3,2,4,1,3,3,2,4,4,5,3,1,5,1,0.0,neutral or dissatisfied
396,Female,disloyal Customer,18,Business travel,Business,1309,5,3,4,0,3,2,2,3,3,3,0,3,2,3,24,34.0,satisfied
397,Male,Loyal Customer,83,Business travel,Business,4866,3,3,3,3,4,5,1,3,4,2,5,2,4,4,16,12.0,satisfied
